116, DD, 0
134, BB, 0
154, DD, 1
163, CC, 0
173, AA, 0
182, BB, 1
191, DD, 2
200, CC, 1
209, AA, 1
218, BB, 2
229, DD, 3
239, CC, 2
248, BB, 3
257, AA, 2
266, DD, 4
275, CC, 3
284, AA, 3
294, BB, 4
303, DD, 5
312, CC, 4
321, AA, 4
330, BB, 5
341, DD, 6
350, CC, 5
360, BB, 6
369, AA, 5
378, DD, 7
387, CC, 6
396, BB, 7
405, AA, 6
415, DD, 8
424, CC, 7
433, AA, 7
442, BB, 8
451, DD, 9
460, CC, 8
470, BB, 9
479, AA, 8
488, DD, 10
497, CC, 9
506, BB, 10
515, AA, 9
525, DD, 11
534, CC, 10
543, AA, 10
552, BB, 11
563, DD, 12
572, CC, 11
581, BB, 12
591, AA, 11
600, DD, 13
609, CC, 12
618, BB, 13
627, AA, 12
636, DD, 14
646, CC, 13
655, AA, 13
664, BB, 14
673, DD, 15
682, CC, 14
691, BB, 15
701, AA, 14
710, DD, 16
719, CC, 15
728, BB, 16
737, AA, 15
746, DD, 17
756, CC, 16
765, AA, 16
774, BB, 17
785, DD, 18
794, CC, 17
803, BB, 18
812, AA, 17
822, DD, 19
831, CC, 18
840, BB, 19
849, AA, 18
858, DD, 20
867, CC, 19
877, AA, 19
886, BB, 20
895, DD, 21
904, CC, 20
913, BB, 21
922, AA, 20
932, DD, 22
941, CC, 21
950, AA, 21
959, BB, 22
968, DD, 23
977, CC, 22
987, AA, 22
996, BB, 23
1007, DD, 24
1016, CC, 23
1025, BB, 24
1034, AA, 23
1043, DD, 25
1053, CC, 24
1062, AA, 24
1071, BB, 25
1080, DD, 26
1089, CC, 25
1098, AA, 25
1108, BB, 26
1117, DD, 27
1126, CC, 26
1135, BB, 27
1144, AA, 26
1153, DD, 28
1163, CC, 27
1172, AA, 27
1181, BB, 28
1192, DD, 29
1201, CC, 28
1210, AA, 28
1219, BB, 29
1229, DD, 30
1238, CC, 29
1247, BB, 30
1256, AA, 29
1265, DD, 31
1274, CC, 30
1284, AA, 30
1293, BB, 31
1302, DD, 32
1311, CC, 31
1320, AA, 31
1329, BB, 32
1339, DD, 33
1348, CC, 32
1357, BB, 33
1366, AA, 32
1375, DD, 34
1384, CC, 33
1394, AA, 33
1403, BB, 34
1414, DD, 35
1423, CC, 34
1432, AA, 34
1441, BB, 35
1450, DD, 36
1460, CC, 35
1469, BB, 36
1478, AA, 35
1487, DD, 37
1496, CC, 36
1505, AA, 36
1515, BB, 37
1524, DD, 38
1533, CC, 37
1542, AA, 37
1551, BB, 38
1560, DD, 39
1570, CC, 38
1579, BB, 39
1588, AA, 38
1597, DD, 40
1606, CC, 39
1615, AA, 39
1625, BB, 40
1636, DD, 41
1645, CC, 40
1654, AA, 40
1663, BB, 41
1672, DD, 42
1681, CC, 41
1691, BB, 42
1700, AA, 41
1709, DD, 43
1718, CC, 42
1727, AA, 42
1736, BB, 43
1746, DD, 44
1755, CC, 43
1764, AA, 43
1773, BB, 44
1782, DD, 45
1791, CC, 44
1801, BB, 45
